time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-08 00:00:00+00:00,1.0,1.0,15,7
2024-11-09 00:00:00+00:00,,,4,2
2024-11-11 00:00:00+00:00,,,30,5
2024-11-12 00:00:00+00:00,,,3,2
2024-11-14 00:00:00+00:00,,,18,2
2024-11-15 00:00:00+00:00,,,16,6
2024-11-18 00:00:00+00:00,1.0,1.0,18,7
2024-11-19 00:00:00+00:00,1.0,1.0,3,3
2024-11-20 00:00:00+00:00,1.0,1.0,19,5
2024-11-21 00:00:00+00:00,2.0,2.0,32,4
