url_path,views_total,views_unique
/thh32/Protologger,29,23
/thh32/Protologger/blob/master/scripts/protologger.py,6,4
/thh32/Protologger/tree/master/scripts,4,3
/thh32/Protologger/blob/master/DSMZ-latest.tab,3,3
/thh32/Protologger/blob/master/protologger-1.1.py,3,3
/thh32/Protologger/blob/master/README.md,3,2
/thh32/Protologger/blob/master/lpsn_gss.csv,2,2
/thh32/Protologger/blob/master/protologger-0.98.py,2,2
/thh32/Protologger/blob/master/scripts/prep-protologger.sh,2,2
/thh32/Protologger/blob/master/scripts/protologger-update.sh,2,2
