url_path,views_total,views_unique
/thh32/Protologger,24,13
/thh32/Protologger/tree/master/scripts,7,2
/thh32/Protologger/tree/master/images,6,3
/thh32/Protologger/blob/master/protologger-1.1.py,5,1
/thh32/Protologger/blob/master/DSMZ-latest.tab,2,1
/thh32/Protologger/blob/master/lpsn_gss.csv,2,1
/thh32/Protologger/blob/master/protologger-0.98.py,2,1
/thh32/Protologger/blob/master/scripts/protologger.py,2,1
/thh32/Protologger/tree/master,2,1
/thh32/Protologger/commit/2fdd26d887ef10f159f85a4c58879c02108c0b1e,1,1
