time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,,,1,1
2025-04-10 00:00:00+00:00,,,17,2
2025-04-11 00:00:00+00:00,,,3,2
2025-04-12 00:00:00+00:00,,,4,2
2025-04-19 00:00:00+00:00,,,2,1
