time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-22 00:00:00+00:00,,,6,1
2024-06-23 00:00:00+00:00,1.0,1.0,30,1
2024-06-24 00:00:00+00:00,,,3,1
