url_path,views_total,views_unique
/ClavelLab/miBC/tree/main/Electron_micrographs,7,1
/ClavelLab/miBC,5,2
/ClavelLab/miBC/blob/main/Electron_micrographs/Acetatifactor_aquisgranensis_DSM110981_a.TIF,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Alistipes_muris_DSM112343_a.TIF,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Caniella_muris_110323_c.TIF,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Lactococcus_ileimucosae_DSM107391_a.TIF,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Limosilactobacillus_caecicola_DSM110982_a.TIF,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Neobacillus_muris_DSM110989_a.TIF,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Otoolea_muris_DSM111138_SEM_b.TIF,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Otoolea_muris_DSM111138_TEM_d.jpg,2,1
