url_path,views_total,views_unique
/ClavelLab/miBC,4,4
/ClavelLab/miBC/blob/main/16S_rRNA_gene_sequence/miBC_isolates_16S_rRNA_gene_sequence.fas,3,1
/ClavelLab/miBC/tree/main/Electron_micrographs,2,1
/ClavelLab/miBC/tree/main/Protologger_output/DSM106041,2,1
/ClavelLab/miBC/blob/main/Electron_micrographs/Alistipes_muris_DSM112343_b.TIF,1,1
/ClavelLab/miBC/blob/main/Protologger_output/CLA-AA-M08/Galaxy5-%5BGenomic_tree%5D%20(2).newick,1,1
/ClavelLab/miBC/blob/main/Protologger_output/DSM106041/Galaxy5-%5BGenomic_tree%5D%20(6).newick,1,1
/ClavelLab/miBC/tree/main,1,1
/ClavelLab/miBC/tree/main/16S_rRNA_gene_sequence,1,1
/ClavelLab/miBC/tree/main/Logo,1,1
