time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-02 00:00:00+00:00,,,8,2
2024-08-05 00:00:00+00:00,,,6,1
2024-08-06 00:00:00+00:00,,,8,2
2024-08-07 00:00:00+00:00,,,5,2
2024-08-08 00:00:00+00:00,,,2,1
2024-08-09 00:00:00+00:00,,,23,3
2024-08-10 00:00:00+00:00,,,2,2
2024-08-11 00:00:00+00:00,15.0,13.0,173,6
2024-08-12 00:00:00+00:00,16.0,14.0,1003,29
2024-08-13 00:00:00+00:00,,,16,2
2024-08-14 00:00:00+00:00,1.0,1.0,192,8
2024-08-15 00:00:00+00:00,2.0,2.0,63,2
