url_path,views_total,views_unique
/NFDI4Microbiota/MetadataStandards/tree/main,26,4
/NFDI4Microbiota/MetadataStandards,22,8
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Amplicon_Technical_Metadata.md,20,1
/NFDI4Microbiota/MetadataStandards/tree/main/Technical,14,3
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Metagenome_Technical_Metadata.md,10,2
/NFDI4Microbiota/MetadataStandards/issues,8,4
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Genome_Technical_Metadata.md,8,1
/NFDI4Microbiota/MetadataStandards/tree/main/Biological_Environmental,6,2
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/BIOM_or_Tabular_Technical_Metadata.md,6,1
/NFDI4Microbiota/MetadataStandards/blob/70cbc79c36c1eff6e5d080b38a1dda02336bc130/Technical/Metagenome_Technical_Metadata.md,4,1
