url_path,views_total,views_unique
/NFDI4Microbiota/MetadataStandards,31,13
/NFDI4Microbiota/MetadataStandards/tree/main,22,4
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Amplicon_Technical_Metadata.md,20,1
/NFDI4Microbiota/MetadataStandards/tree/main/Technical,14,3
/NFDI4Microbiota/MetadataStandards/tree/main/Biological_Environmental,14,2
/NFDI4Microbiota/MetadataStandards/blob/main/Biological_Environmental/Human_BioEnv_Metadata.md,13,1
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Genome_Technical_Metadata.md,12,3
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Metagenome_Technical_Metadata.md,10,2
/NFDI4Microbiota/MetadataStandards/issues,9,5
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/BIOM_or_Tabular_Technical_Metadata.md,6,1
