time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,,,3,2
2024-04-24 00:00:00+00:00,,,13,3
2024-04-25 00:00:00+00:00,,,16,1
2024-04-27 00:00:00+00:00,1.0,1.0,2,1
2024-04-29 00:00:00+00:00,1.0,1.0,253,28
2024-04-30 00:00:00+00:00,,,1,1
2024-05-01 00:00:00+00:00,,,6,3
2024-05-02 00:00:00+00:00,,,6,1
2024-05-03 00:00:00+00:00,,,18,2
2024-05-04 00:00:00+00:00,,,1,1
2024-05-06 00:00:00+00:00,1.0,1.0,4,2
