url_path,views_total,views_unique
/NFDI4Microbiota/MetadataStandards/tree/main/Technical,26,5
/NFDI4Microbiota/MetadataStandards,16,4
/NFDI4Microbiota/MetadataStandards/blob/main/Biological_Environmental/AnimalAssoc_BioEnv_Metadata.md,14,2
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Genome_Technical_Metadata.md,12,2
/NFDI4Microbiota/MetadataStandards/tree/develop-bole/Biological_Environmental,12,1
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Amplicon_Technical_Metadata.md,10,3
/NFDI4Microbiota/MetadataStandards/blob/main/Biological_Environmental/Human_BioEnv_Metadata.md,10,1
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Metagenome_Technical_Metadata.md,8,2
/NFDI4Microbiota/MetadataStandards/blob/develop-bole/Biological_Environmental/AnimalAssoc_BioEnv_Metadata.md,8,1
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Virus_Technical_Metadata.md,8,1
