url_path,views_total,views_unique
/NFDI4Microbiota/MetadataStandards/blob/main/Biological_Environmental/Human_BioEnv_Metadata.md,26,7
/NFDI4Microbiota/MetadataStandards/issues,24,6
/NFDI4Microbiota/MetadataStandards/blob/70cbc79c36c1eff6e5d080b38a1dda02336bc130/Technical/Metagenome_Technical_Metadata.md,22,7
/NFDI4Microbiota/MetadataStandards,19,9
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Genome_Technical_Metadata.md,17,3
/NFDI4Microbiota/MetadataStandards/blob/main/Biological_Environmental/PlantAssoc_BioEnv_Metadata.md,14,1
/NFDI4Microbiota/MetadataStandards/tree/main/Biological_Environmental,11,4
/NFDI4Microbiota/MetadataStandards/blob/main/images/Overview24June2022.jpg,11,1
/NFDI4Microbiota/MetadataStandards/blob/70cbc79c36c1eff6e5d080b38a1dda02336bc130/Technical/Genome_Technical_Metadata.md,8,3
/NFDI4Microbiota/MetadataStandards/issues/38,7,4
