url_path,views_total,views_unique
/NFDI4Microbiota/MetadataStandards/blob/70cbc79c36c1eff6e5d080b38a1dda02336bc130/Technical/Metagenome_Technical_Metadata.md,34,9
/NFDI4Microbiota/MetadataStandards/blob/main/Biological_Environmental/Human_BioEnv_Metadata.md,28,7
/NFDI4Microbiota/MetadataStandards/issues,24,7
/NFDI4Microbiota/MetadataStandards,18,11
/NFDI4Microbiota/MetadataStandards/blob/main/Biological_Environmental/PlantAssoc_BioEnv_Metadata.md,16,2
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Genome_Technical_Metadata.md,11,2
/NFDI4Microbiota/MetadataStandards/tree/main/Technical,10,3
/NFDI4Microbiota/MetadataStandards/blob/70cbc79c36c1eff6e5d080b38a1dda02336bc130/Technical/Genome_Technical_Metadata.md,8,3
/NFDI4Microbiota/MetadataStandards/blob/main/Technical/Data_Transfer_Data_Integrity.md,8,2
/NFDI4Microbiota/MetadataStandards/issues/38,7,4
