url_path,views_total,views_unique
/ClavelLab/genome-assembly,7,7
/ClavelLab/genome-assembly/tree/main/workflow,4,4
/ClavelLab/genome-assembly/blob/main/config/config.yaml,4,2
/ClavelLab/genome-assembly/tree/main/workflow/rules,3,3
/ClavelLab/genome-assembly/tree/main/workflow/scripts,3,2
/ClavelLab/genome-assembly/blob/main/workflow/rules/common.smk,2,2
/ClavelLab/genome-assembly/blob/main/workflow/rules/quality_check.smk,2,2
/ClavelLab/genome-assembly/tree/main,2,2
/ClavelLab/genome-assembly/tree/main/.template,2,2
/ClavelLab/genome-assembly/blob/main/README.md,2,1
