referrer,views_total,views_unique
github.com,233,6
nfdi4microbiota.github.io,150,1
knowledgebase.nfdi4microbiota.de,121,7
Bing,3,1
nfdi4microbiota.de,3,1
webmail.embl.de,2,1
sandbox.cryptpad.info,2,1
g17.worker.webconf.uni-marburg.de,1,1
Google,1,1
