url_path,views_total,views_unique
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues,33,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base,14,7
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pulls,4,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Getting-Started/02-contributing.md,3,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues/291,3,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues/284,3,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues/93,3,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/290,2,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues/278,2,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues/282,2,1
