referrer,views_total,views_unique
nfdi4microbiota.github.io,96,1
knowledgebase.nfdi4microbiota.de,52,6
github.com,51,5
nfdi4microbiota.de,3,1
webmail.embl.de,2,1
sandbox.cryptpad.info,2,1
g17.worker.webconf.uni-marburg.de,1,1
Google,1,1
