url_path,views_total,views_unique
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues,86,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pulls,76,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base,60,9
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/docs,54,4
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/magelm-samples-SOP/docs/_Experimental-Procedure-Standards-SOPs/10-media-freezing-faecal-samples-recultivation,34,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/magelm-samples-SOP/docs/_Experimental-Procedure-Standards-SOPs,30,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Experimental-Procedure-Standards-SOPs/02-external-sops.md,28,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/magelm-samples-SOP/docs/_Experimental-Procedure-Standards-SOPs/00_sop-template,22,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/magelm-samples-SOP/docs/_Experimental-Procedure-Standards-SOPs/01-introduction.md,22,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/docs/_Experimental-Procedure-Standards-SOPs,20,3
