url_path,views_total,views_unique
/NFDI4Microbiota/nfdi4microbiota-knowledge-base,8,5
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/branches,7,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pulls,5,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Getting-Started/02-contributing.md,4,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/.github/workflows/build_and_deploy.yml,2,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/actions,1,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/actions/workflows/build_and_deploy.yml,1,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues,1,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues/97,1,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/185,1,1
