time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,1.0,1.0,2,1
2024-08-06 00:00:00+00:00,,,2,1
2024-08-09 00:00:00+00:00,,,8,1
2024-08-12 00:00:00+00:00,52.0,13.0,1,1
2024-08-13 00:00:00+00:00,37.0,7.0,2,1
2024-08-14 00:00:00+00:00,1.0,1.0,9,2
2024-08-16 00:00:00+00:00,5.0,3.0,55,1
