url_path,views_total,views_unique
/NFDI4Microbiota/nfdi4microbiota-knowledge-base,14,9
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Getting-Started/02-contributing.md,14,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/docs,10,4
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Research-Data-Management/04-fair.md,6,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/docs/_Getting-Started,4,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues,3,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues/217,2,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_bibliography/references.bib,2,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Getting-Started/01-introduction.md,2,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Getting-Started/03-contributors.md,2,1
