url_path,views_total,views_unique
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Getting-Started/03-contributors.md,10,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base,8,4
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_RDM-Preserve/25-digital-preservation.md,8,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Research-Data-Management/04-fair.md,6,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pulls,5,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues,4,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/edit/main/docs/_Getting-Started/03-contributors.md,4,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/218,3,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/680f81cc7a1c8d555b4ae13cf6afcf7915d3feef/docs/_bibliography/references.bib,2,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Getting-Started/02-contributing.md,2,1
