url_path,views_total,views_unique
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pulls,24,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base,13,9
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/docs,9,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/194,6,3
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/199,6,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/199/files,6,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/198/files,5,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/pull/195,5,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/59c817667eb53ca5a02c349d92f3fbc0ae9acbe5/docs/_Experimental-Procedure-Standards-SOPs/03-viral-purification-from-bacterial-culture.md,4,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_bibliography/references.bib,4,2
